SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;22.1;757;0.12;0;b
2;22.4;890;0.02;3;b
3;22.3;1244;0.02;5;b
4;22.3;1650;0.01;7;b
5;22.3;568;0.01;10;b
6;22.2;2378;0.04;12;p
7;22.3;1434;0.01;14;p
8;22.3;1263;0.01;17;p
9;22.3;1689;0.02;19;p
10;22.3;1733;0.03;21;p
11;22.3;1522;0.02;24;p
12;22.2;2366;0.01;26;p
13;22.2;2141;0.17;28;p
14;22;729;0.11;0;b
15;22.4;796;0.02;3;b
16;22.4;897;0.02;5;b
17;22.3;1130;0.02;7;b
18;22.4;828;0.01;10;b
19;22.4;1236;0.01;12;p
20;22.4;1159;0.01;14;p
21;22.3;1055;0.02;17;p
22;22.4;1047;0.07;19;p
23;22.3;1045;0.19;21;p
24;22.3;980;0.66;24;p
25;22.3;1393;0.03;26;p
26;22.2;1248;0.02;28;p
27;21.8;428;0.07;0;b
28;22.4;424;0.07;3;b
29;22.4;415;0.07;5;b
30;22.4;417;0.04;7;b
31;22.4;395;0.02;10;b
32;22.4;384;0.03;12;p
33;22.4;398;0.02;14;p
34;22.3;401;0.12;17;p
35;22.4;419;0.19;19;p
36;22.4;426;1.54;21;p
37;22.3;425;0.1;24;p
38;22.3;469;0.38;26;p
39;22.2;504;0.07;28;p
40;22.1;639;0.12;0;b
41;22.5;809;0.02;3;b
42;22.5;1228;0.02;5;b
43;22.5;1403;0.01;7;b
44;22.5;1165;0.01;10;b
45;22.5;1677;0;12;p
46;22.5;1565;0.01;14;p
47;22.4;1483;0.02;17;p
48;22.4;1559;0.05;19;p
49;22.4;1557;0.13;21;p
50;22.4;1348;0.03;24;p
51;22.3;2042;0.13;26;p
52;22.3;1873;0.03;28;p
53;22;631;0.11;0;b
54;22.4;663;0.03;3;b
55;22.6;833;0.04;5;b
56;22.5;866;0.02;7;b
57;22.5;778;0.02;10;b
58;22.5;966;0.02;12;p
59;22.5;864;0.02;14;p
60;22.4;928;0.11;17;p
61;22.4;938;0.12;19;p
62;22.4;690;0.4;21;p
63;22.4;848;0.14;24;p
64;22.4;1068;0.42;26;p
65;22.3;1044;0.18;28;p
66;21.8;617;0.09;0;b
67;22.3;785;0;3;b
68;22.5;1418;0.25;5;b
69;22.4;1798;0.01;7;b
70;22.4;1141;0.01;10;b
71;22.5;2661;0.02;12;p
72;22.4;1848;0.02;14;p
73;22.3;1690;0.03;17;p
74;22.4;1944;0.05;19;p
75;22.3;2025;0.11;21;p
76;22.3;1464;0.05;24;p
77;22.3;2315;0.1;26;p
78;22.2;2189;0.06;28;p
79;17.2;519;0.09;0;b
80;16.9;636;0.12;3;b
81;16.9;755;0.04;5;b
82;16.8;895;0.12;7;b
83;16.8;749;0.02;10;b
84;16.7;892;0.12;12;p
85;16.8;849;0.18;14;p
86;16.7;831;0.26;17;p
87;16.7;721;0.47;19;p
88;16.7;711;0.68;21;p
89;16.6;846;1.01;24;p
90;16.6;1034;2.55;26;p
91;16.6;955;0.99;28;p
92;17.5;697;0.12;0;b
93;17.1;928;0.17;3;b
94;17;1440;0.03;5;b
95;16.9;1567;0.07;7;b
96;16.9;1198;0.11;10;b
97;16.8;2237;0.01;12;p
98;16.9;1851;0.02;14;p
99;16.9;1857;0.19;17;p
100;16.8;1923;0.22;19;p
101;16.7;2000;0.39;21;p
102;16.7;1778;1;24;p
103;16.7;2536;1.06;26;p
104;16.6;2320;2.97;28;p
105;17.6;710;0.12;0;b
106;17.1;911;0.16;3;b
107;17;1522;0.06;5;b
108;16.9;2270;0.05;7;b
109;16.9;1388;0.04;10;b
110;16.9;2663;0.1;12;p
111;16.9;2150;0.07;14;p
112;16.9;2110;0.05;17;p
113;16.9;2024;0.13;19;p
114;16.8;2277;0.13;21;p
115;16.8;1976;0.39;24;p
116;16.8;2756;0.54;26;p
117;16.7;2493;0.26;28;p
118;16.5;390;0.07;0;b
119;16.3;367;0.06;3;b
120;16.2;390;0.06;5;b
121;16.1;385;0.04;7;b
122;16.2;326;0.02;10;b
123;16.1;337;0.18;12;p
124;16.2;364;0.07;14;p
125;16.2;375;0.05;17;p
126;16.2;373;0.11;19;p
127;16.2;350;0.66;21;p
128;16.2;343;0.15;24;p
129;16.2;377;0.14;26;p
130;16.2;389;0.15;28;p
131;16.8;568;0.07;0;b
132;16.5;653;0.07;3;b
133;16.5;925;0.06;5;b
134;16.4;1263;0.03;7;b
135;16.4;946;0.04;10;b
136;16.3;1422;0.18;12;p
137;16.4;1101;0.02;14;p
138;16.4;1071;0.17;17;p
139;16.4;1029;0.01;19;p
140;16.4;1185;0.02;21;p
141;16.4;1003;0.02;24;p
142;16.3;1569;0.02;26;p
143;16.3;1436;0.58;28;p
144;17;494;0.09;0;b
145;16.7;718;0.02;3;b
146;16.6;1291;0.03;5;b
147;16.5;1662;0.03;7;b
148;16.5;1206;0.02;10;b
149;16.6;1941;0.11;12;p
150;16.5;1680;0.02;14;p
151;16.5;1469;0.18;17;p
152;16.5;1332;0.37;19;p
153;16.5;1605;2.99;21;p
154;16.3;1298;1.13;24;p
155;16.4;1963;2.29;26;p
156;16.4;1937;1.18;28;p
